"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"1.0","4.0","2024-11-14T21:17:52.936977055Z","2024-11-14T21:17:52.987467727Z","[]","0","7400"
"5.0","4.0","2024-11-14T21:17:57.935476676Z","2024-11-14T21:17:57.972475393Z","[]","0","3467"
"3.0","4.0","2024-11-14T21:17:57.936632702Z","2024-11-14T21:17:57.950597983Z","[]","0","4391"
"5.0","4.0","2024-11-14T21:17:57.936633524Z","2024-11-14T21:17:57.982380740Z","[]","0","4372"
"2.0","1.0","2024-11-14T21:18:02.938595065Z","2024-11-14T21:18:02.953811264Z","[fog-node-1:UPPER_THRESHOLD]","1","198"
"2.0","4.0","2024-11-14T21:17:57.935473769Z","2024-11-14T21:17:57.961021811Z","[fog-node-4:SERVICE_DURATION]","1","5539"
"1.0","4.0","2024-11-14T21:17:57.935475859Z","2024-11-14T21:17:57.988285991Z","[fog-node-4:RANKING]","1","5921"
"1.0","4.0","2024-11-14T21:17:57.937502093Z","2024-11-14T21:17:58.010165129Z","[fog-node-3:RANKING]","1","5934"
"5.0","1.0","2024-11-14T21:18:02.934549381Z","2024-11-14T21:18:02.939741101Z","[]","0","1167"
"5.0","1.0","2024-11-14T21:18:02.936427531Z","2024-11-14T21:18:02.937892913Z","[]","0","1199"
"4.0","4.0","2024-11-14T21:17:57.935477456Z","2024-11-14T21:17:58.031544722Z","[fog-node-4:SERVICE_DURATION]","1","6146"
"2.0","1.0","2024-11-14T21:18:02.934551635Z","2024-11-14T21:18:02.948560281Z","[]","0","1277"
"2.0","4.0","2024-11-14T21:17:57.937502899Z","2024-11-14T21:17:58.027937743Z","[fog-node-3:SERVICE_DURATION]","1","6208"
"1.0","1.0","2024-11-14T21:18:02.934552522Z","2024-11-14T21:18:02.971063254Z","[]","0","1274"
"3.0","1.0","2024-11-14T21:18:02.936434412Z","2024-11-14T21:18:02.993278667Z","[]","0","1271"
"5.0","1.0","2024-11-14T21:18:02.941432726Z","2024-11-14T21:18:02.953004573Z","[fog-node-4:UPPER_THRESHOLD]","1","1322"
"1.0","1.0","2024-11-14T21:18:02.936435193Z","2024-11-14T21:18:03.018826037Z","[]","0","1262"
"4.0","1.0","2024-11-14T21:18:02.936436050Z","2024-11-14T21:18:03.039624262Z","[]","0","1257"
"2.0","1.0","2024-11-14T21:18:02.941434974Z","2024-11-14T21:18:02.978609395Z","[fog-node-4:UPPER_THRESHOLD]","1","1411"
"4.0","1.0","2024-11-14T21:18:02.941435832Z","2024-11-14T21:18:02.982658463Z","[fog-node-4:UPPER_THRESHOLD]","1","1643"
"3.0","1.0","2024-11-14T21:18:02.941437603Z","2024-11-14T21:18:03.013960425Z","[fog-node-4:UPPER_THRESHOLD]","1","1654"
"4.0","4.0","2024-11-14T21:18:02.934554195Z","2024-11-14T21:18:03.014802654Z","[]","0","2644"
"2.0","4.0","2024-11-14T21:18:02.936433504Z","2024-11-14T21:18:02.968969978Z","[]","0","2762"
"3.0","4.0","2024-11-14T21:17:57.935481458Z","2024-11-14T21:17:58.077807271Z","[fog-node-4:SERVICE_DURATION]","1","8566"
"1.0","4.0","2024-11-14T21:18:02.941436602Z","2024-11-14T21:18:03.007576241Z","[fog-node-4:UPPER_THRESHOLD]","1","3877"
"1.0","4.0","2024-11-14T21:18:02.938596645Z","2024-11-14T21:18:02.986667734Z","[fog-node-1:UPPER_THRESHOLD]","1","4513"
"3.0","4.0","2024-11-14T21:18:02.938595879Z","2024-11-14T21:18:02.963380552Z","[fog-node-1:UPPER_THRESHOLD]","1","4554"
"5.0","4.0","2024-11-14T21:18:02.938592952Z","2024-11-14T21:18:02.947630834Z","[fog-node-1:UPPER_THRESHOLD]","1","4576"
"4.0","4.0","2024-11-14T21:18:02.938597439Z","2024-11-14T21:18:02.995806607Z","[fog-node-1:UPPER_THRESHOLD]","1","4533"
"3.0","1.0","2024-11-14T21:18:07.935828340Z","2024-11-14T21:18:07.994296145Z","[fog-node-3:RANKING]","1","186"
"1.0","1.0","2024-11-14T21:18:07.934279815Z","2024-11-14T21:18:07.956201572Z","[]","0","669"
"2.0","1.0","2024-11-14T21:18:07.934279112Z","2024-11-14T21:18:07.952595288Z","[]","0","665"
"2.0","1.0","2024-11-14T21:18:07.939973992Z","2024-11-14T21:18:07.941278965Z","[]","0","918"
"3.0","1.0","2024-11-14T21:18:07.939976006Z","2024-11-14T21:18:07.950913607Z","[]","0","950"
"1.0","1.0","2024-11-14T21:18:07.939979579Z","2024-11-14T21:18:07.996492005Z","[]","0","931"
"2.0","4.0","2024-11-14T21:18:07.935827569Z","2024-11-14T21:18:07.988391083Z","[fog-node-3:RANKING]","1","2300"
"1.0","4.0","2024-11-14T21:18:07.935829044Z","2024-11-14T21:18:08.001333566Z","[fog-node-3:RANKING]","1","2323"
